ID,Name,OVR,PAC,SHO,PAS,DRI,DEF,POS
232065,Kim Dong Joon,68,70,69,65,70,43,GK
232708,Milton Valenzuela,68,75,44,65,68,62,LB
236432,Diego Sosa,68,69,53,62,62,65,LB
236943,Aníbal Chalá,68,87,45,59,62,61,LB
240798,Davide Buglio,68,60,57,61,68,66,"CM, CDM"
244224,Fredrik Hammar,68,63,57,60,65,64,"CDM, CM, CB"
270088,Simone Giordano,68,75,53,65,63,63,LB
273577,Joaquín Valiente,68,79,64,66,70,48,"CAM, CM, LW"
276365,Max Brandt,68,68,56,64,72,57,"CM, CAM, CDM"
73838,Alen Sherri,68,71,64,68,69,44,GK
79981,Mateo Lisica,68,89,64,65,66,33,RW
208769,Will Vaulks,68,51,62,65,62,66,"CDM, CM, CB"
226656,Edvinas Gertmonas,68,69,65,58,70,51,GK
233911,José Matos,68,79,55,64,67,60,LB
237721,Abdullah Al Khaibari,68,73,43,63,66,64,"CDM, CM"
238593,Moritz Heyer,68,58,55,62,65,69,"RB, LB, CDM"
238759,Alex Pinto,68,77,46,54,64,64,RB
242548,Agustín Manzur,68,68,55,65,69,61,"CM, CDM"
250946,Jannik Rochelt,68,81,61,61,67,46,"CAM, LW"
255256,Franco Paredes,68,75,39,64,68,66,"CB, RB"
257985,Lautaro Amadé,68,69,67,68,68,43,GK
263034,Anton Krivotsyuk,68,82,40,55,61,65,"CB, LB"
263389,Metehan Mimaroğlu,68,82,66,62,70,37,LW
266641,Frank Feller,68,73,69,69,68,30,GK
276085,Sergio Ortuño,68,62,63,62,67,63,CM
277832,Chukwubuikem Ikwuemesi,68,75,67,61,67,37,ST
70298,João Lameira,68,64,51,62,68,62,"CM, CDM"
72869,Elvin Cafarquliyev,68,72,50,63,69,63,"LB, CM"
74411,Matteo Dams,68,74,50,56,61,66,"LB, CB"
205878,Stefanos Kapino,68,69,64,65,68,46,GK
207732,Roger Martí,68,71,70,61,68,41,ST
220019,Marcus Harness,68,85,62,61,69,38,"ST, LW"
230118,Matías Fernández,68,78,50,63,65,62,RB
231105,Alexandre Olliero,68,68,63,66,70,46,GK
235989,Norberto Briasco,68,78,65,63,68,36,"LW, ST, RW"
238375,José Sagredo,68,80,44,56,61,66,"CB, LB"
238882,Dani Ojeda,68,73,66,63,70,41,LW
242753,Alexis Trouillet,68,62,55,67,72,60,CM
245384,Peter Buch Christiansen,68,83,66,58,68,36,"ST, RW, LW"
245428,Chima Okoroji,68,86,34,64,67,60,LB
248107,Radu Boboc,68,72,51,62,64,63,"RB, LB"
251466,Thomas Van Den Keybus,68,66,54,65,69,63,"CM, CAM"
251790,Hamza Rafia,68,60,67,68,74,48,"CM, CAM"
252410,Fabio Maistro,68,68,65,67,68,54,"CAM, CM"
253549,Kevin Quevedo,68,86,62,60,68,42,"ST, LW"
255699,Erik Jirka,68,83,63,62,66,40,RW
255767,Mohamed Touré,68,86,65,57,67,33,"ST, CAM"
257713,Gianluca Frabotta,68,67,53,63,65,64,LB
263861,Tyler Goodrham,68,74,64,64,68,51,"CM, LB"
266688,Enis Destan,68,68,67,62,65,48,ST
267632,Lóránd Pászka,68,80,41,64,64,61,"LB, CM"
271006,Yeferson Paz,68,72,51,63,68,63,RB
271247,Skelly Alvero,68,56,52,62,67,64,"CDM, CM"
277672,Oliver Braude,68,73,46,65,66,61,"RB, LB"
277811,Mathias de Amorim,68,70,46,66,74,60,"CM, CAM, CDM"
70569,Marcus Linday,68,61,59,62,67,64,"CM, CDM"
70670,Thiago Santamaría,68,75,45,61,67,63,RB
73348,Yacine Titraoui,68,66,53,65,70,62,"CDM, CAM, CM"
186139,Matty James,68,50,61,70,64,65,"CDM, CM"
222693,Héctor Fertoli,68,78,62,63,71,44,"CAM, LW"
229636,Gastón Pereiro,68,71,69,70,68,39,"ST, CAM"
231199,Hakeem Odoffin,68,69,50,57,60,68,"CB, CM, CAM, CDM"
246390,Sondre Flem Bjørshol,68,77,46,59,63,62,RB
253102,Adil Aouchiche,68,66,63,68,72,54,"CAM, CM"
253579,Edson Tortolero,68,76,69,66,65,36,"RW, CAM"
255144,Renzo Orihuela,68,73,42,59,66,67,"CB, RB"
258036,Max Johnston,68,81,41,61,62,62,RB
271741,Patrik Mercado,68,72,58,59,67,62,"CM, CAM, CDM"
274570,Daniel Barrea,68,81,67,59,67,33,"ST, LW"
279777,Javier Ruiz,68,74,65,66,70,39,"RW, LW, CAM"
279918,José Varela,68,66,64,71,69,52,"CM, CDM"
73350,Serginho,68,65,56,66,67,61,CM
216416,Jan Gyamerah,68,75,48,57,65,64,"RB, LB"
225428,Fabio Gerli,68,62,58,67,69,62,"CM, CDM"
226652,Park Yong Woo,68,58,57,63,61,64,"CDM, CM, CB"
231930,Leandro Sosa,68,65,68,66,71,42,"RW, RB"
232062,Daniel Sundgren,68,70,50,59,62,64,"RB, CB"
234143,Massimiliano Mangraviti,68,72,47,59,62,66,CB
235247,Sam Smith,68,73,66,57,65,42,ST
236459,Marcin Wasielewski,68,80,35,65,67,58,"RB, RW"
240475,Leonardo Candellone,68,69,68,64,64,40,"ST, CAM, CM"
241245,Apostolos Stamatelopoulos,68,70,66,58,65,40,ST
241835,Jizz Hornkamp,68,65,72,55,64,56,ST
246840,Erick Wiemberg,68,69,50,61,61,66,"LB, CB"
259718,Felix Gebhardt,68,67,64,65,71,45,GK
268484,Brian Mansilla,68,73,64,64,70,47,"LW, RW"
269434,Stijn van Gassel,68,69,66,62,72,44,GK
270379,Abu Kamara,68,86,63,59,71,39,RW
271010,Jocelyn Janneh,68,70,46,57,62,68,"CDM, CM"
271805,Diego Sánchez,68,74,41,61,63,68,"CB, LB"
80073,Denis Višinský,68,76,61,65,69,47,"LW, CAM, RW"
201041,Lionel Carole,68,71,42,61,66,66,LB
210347,Ivan Lučić,68,60,65,75,71,39,GK
214333,Dilan Zúñiga,68,79,45,59,67,62,"LB, RB"
219715,Raffaele Di Gennaro,68,71,67,62,69,43,GK
221890,Jay Fulton,68,54,56,64,66,66,"CDM, CM"
222587,Franco Escobar,68,71,47,57,67,66,"LB, RB"
227594,Jáder Obrian,68,87,64,59,69,36,RW
234903,Gaëtan Coucke,68,72,68,66,70,39,GK
243966,Guillermo May,68,72,68,56,70,34,"ST, CAM"
248158,Gabriel Slonina,68,70,64,63,70,45,GK
263228,Lenny Lobato,68,86,69,59,73,33,LW
263465,Jules Gaudin,68,66,55,62,65,64,LB
264196,Femi Seriki,68,87,36,58,68,60,RB
264838,Nacho Martín,68,70,46,67,65,65,"CDM, CM"
266501,Balthazar Pierret,68,66,52,59,64,68,"CDM, CM"
276819,Tobías Rubio,68,73,41,58,68,64,"RB, CB"
276831,Agustín Palavecino,68,79,63,62,69,37,"CAM, RW"
70922,Stefan Mitrović,68,76,69,61,71,35,LW
72972,Ryan Fosso,68,68,48,61,69,61,"CDM, CM"
78686,Felipe Andrade,68,82,45,55,60,66,"LB, CB"
204825,Ben Wilson,68,70,67,62,71,41,GK
222263,Nordin Jackers,68,67,67,64,69,43,GK
235471,Bartosz Nowak,68,63,67,69,71,43,"LW, CAM"
240131,Gabrielzinho,68,89,59,58,73,36,LW
243080,Carlos Isaac,68,79,41,52,60,65,RB
244843,William Balikwisha,68,75,61,63,75,41,"CAM, CM"
247968,Valentin Crețu,68,79,40,56,61,64,RB
252302,Yasser Larouci,68,70,48,60,69,65,LB
252574,Diego Živulić,68,59,54,60,56,67,"CDM, CB, CM"
255776,Jakub Kałuziński,68,65,56,66,67,61,"CDM, CM, CAM"
270131,Niccolò Corrado,68,70,50,66,68,64,LB
271575,Simone Pafundi,68,76,62,68,75,46,"CAM, CM, ST"
274555,Mario Martín,68,65,53,67,70,63,"CM, CDM"
275415,Jorge Pascual,68,75,66,63,69,34,"ST, CAM"
76098,David Moses,68,64,53,65,67,63,"CM, CDM"
76740,Ángel Ortiz,68,72,48,64,68,63,RB
196952,Jake Bidwell,68,63,47,63,61,66,LB
198836,Vincent Pajot,68,49,56,67,67,65,"CDM, CM"
200715,Adam Davies,68,69,65,65,69,40,GK
203423,Lawrence Thomas,68,70,67,69,66,36,GK
218651,Pieros Sotiriou,68,76,65,51,68,38,ST
224591,Yann Bodiger,68,50,57,66,63,65,"CDM, CM"
236454,Souleyman Doumbia,68,79,43,60,68,62,LB
238093,Matias Tagliamonte,68,65,63,64,71,40,GK
239099,Ron Schallenberg,68,66,49,58,63,67,"CDM, CM, CB"
241075,Paul Smyth,68,91,59,60,71,40,RW
255008,Viktor Popov,68,74,47,59,60,64,RB
261993,Álex Cardero,68,72,65,66,71,53,"CAM, CM"
269745,Oussama El Azzouzi,68,55,61,65,65,65,"CDM, CM"
272417,Santiago Silva,68,68,66,70,69,37,GK
276259,Andrej Fábry,68,74,64,66,70,39,"CAM, ST, CM"
276998,Diogo Nascimento,68,73,52,66,73,57,CM
72423,Brau,68,71,49,62,66,64,LB
190780,Sean Johnson,68,67,65,69,71,35,GK
193910,Adam Forshaw,68,48,61,68,68,63,"CM, CDM"
218658,Dominic Iorfa,68,82,40,54,58,65,"CB, RB"
220600,Adam Lundkvist,68,67,52,64,63,64,LB
233476,Blás Riveros,68,78,36,59,70,61,LB
235606,Jacob Karlstrøm,68,67,66,68,68,38,GK
243795,Adam Jakobsen,68,82,66,63,66,26,"CAM, ST, CM"
246164,Lautaro Valenti,68,69,51,55,57,68,CB
254807,Kwadwo Baah,68,88,62,59,69,31,"RW, ST"
266011,Tim Rossmann,68,90,60,57,71,34,"LW, ST"
267409,Rodrigo Saravia,68,67,55,63,52,63,"CDM, CM"
271856,Antoine Hainaut,68,65,56,62,67,68,RB
272365,Sinclair Armstrong,68,89,65,54,65,23,ST
272947,Mauro Peinipil,68,75,43,61,64,64,RB
276949,Dotor,68,56,62,65,70,62,"CM, CDM, CAM"
279565,Diogo Pinto,68,72,66,68,71,27,GK
80376,Rio Ngumoha,68,90,64,59,72,35,LW
164505,Brad Guzan,68,69,67,65,69,38,GK
176920,Miguel Ángel Torrén,68,60,49,62,61,67,CB
201122,Tomáš Kalas,68,77,47,52,54,66,CB
203751,Conor Townsend,68,65,46,64,67,68,LB
206145,Benjamin Uphoff,68,67,69,64,67,38,GK
212790,Jamal Thiaré,68,87,66,56,69,23,ST
213064,Francisco Calvo,68,63,44,59,64,67,"CB, LB"
244020,André Ferreira,68,68,64,66,68,38,GK
244256,Daniel Bielica,68,70,66,65,68,38,GK
246009,Marco Tilio,68,83,61,61,71,40,RW
259612,Jesús Castillo,68,57,57,63,63,62,"CDM, CM, CB"
269796,Julio Soler,68,75,46,60,67,65,LB
270741,Noah Wail Jacob Sadaoui,68,82,65,62,68,31,"ST, LW"
276311,Santiago Castañeda,68,61,48,63,67,68,"CM, CDM"
69963,Agustín Alaniz,68,74,71,60,70,37,"ST, LW"
181318,Albin Ekdal,68,35,65,69,67,65,"CDM, CM"
218746,José Pozo,68,68,64,66,71,55,"CAM, CM"
221552,Sivert Heltne Nilsen,68,49,56,64,62,64,"CDM, CM"
226804,Joaquín Papaleo,68,67,66,64,67,40,GK
227911,Randall Leal,68,71,64,65,71,44,"CM, CAM, RW"
235133,Mattia Finotto,68,81,66,59,66,35,"ST, CAM, CM"
258147,Mario Mitaj,68,77,35,65,67,62,"LB, CDM"
262728,Daniel Paraschiv,68,75,67,55,67,32,"ST, CAM"
267625,David Zalazar,68,82,65,62,69,37,RW
268758,Matteo Rover,68,74,65,62,70,40,"ST, LW"
271034,Álex Padilla,68,70,67,63,71,34,GK
271673,Lázaro,68,78,64,64,67,39,"ST, LW"
273114,Jakob Lemmer,68,77,62,63,70,37,"RW, CAM"
275163,Reda Belahyane,68,66,49,64,75,66,"CM, CDM, CB"
275225,Alin Roman,68,74,66,68,69,34,"CAM, CM"
275411,Tygo Land,68,73,53,71,75,53,"CM, CDM"
70084,Alex Douglas,68,81,33,53,62,67,CB
72022,Ewen Jaouen,68,71,65,66,70,32,GK
163600,John Ruddy,68,66,69,66,67,35,GK
192397,Rafael,68,68,64,56,72,43,GK
199803,Daniel Batz,68,67,67,64,69,35,GK
212040,Ulrik Yttergård Jenssen,68,51,54,64,61,68,"LB, CB"
224062,Patryk Dziczek,68,57,54,60,65,65,"CDM, CM"
228886,Giuseppe Panico,68,79,67,62,70,38,"CAM, ST, CM"
238220,Jesús Bernal,68,58,49,62,64,64,"CDM, CM, CB"
239981,Jann-Fiete Arp,68,76,67,58,70,35,"ST, RW, LW, CAM"
243025,Lindrit Kamberi,68,70,37,58,65,68,"RB, CB"
243235,Olivier Mbaizo,68,80,36,58,69,63,RB
246604,Charlie Kelman,68,81,68,53,67,32,"ST, RW"
254819,Kacper Urbański,68,69,65,67,74,53,"CM, CAM"
259834,Gabriel Villamíl,68,71,60,65,69,56,"CM, CAM"
263132,Can Keleş,68,78,65,60,71,35,RW
264488,José Gomes,68,71,50,55,64,64,LB
71178,Said El Mala,68,75,64,62,72,39,"CAM, LW"
79746,Hiroki Akiyama,68,68,44,65,71,63,"CDM, CM"
199761,Marcin Kamiński,68,51,57,63,59,67,CB
215601,Aurelian Chitu,68,64,68,64,66,35,"ST, LW"
218212,Andries Noppert,68,69,67,65,67,35,GK
231720,Quentin Braat,68,68,65,73,68,29,GK
232646,Claudio Bravo,68,70,47,58,61,64,LB
233151,Koji Miyoshi,68,76,65,67,71,46,"CAM, RW"
235740,Alberto Paleari,68,67,66,66,68,32,GK
236608,Lucas Bruera,68,69,68,66,68,33,GK
240329,Berkan Taz,68,73,64,65,73,32,"CAM, ST"
243023,Vladimir Screciu,68,73,39,56,60,67,"CDM, CB"
247333,August Mikkelsen,68,79,61,63,74,34,"LW, ST, CAM"
248868,Hernesto Caballero,68,53,59,59,64,70,"CDM, CM, CB"
253440,Ayman Yahya,68,84,61,59,67,32,"LB, RW"
254238,Bryan Carabalí,68,79,34,61,68,61,"RB, LB"
254787,Pepe Sánchez,68,66,48,59,65,68,"CB, RB"
258360,Júlio Romão,68,59,39,57,70,64,"CDM, CM"
258700,Matías Godoy,68,73,64,65,67,39,"ST, LW"
259166,Etienne Green,68,69,68,71,69,26,GK
262568,Tristan Crama,68,66,43,56,62,67,"RB, CB"
263421,Lasso Coulibaly,68,90,55,58,72,33,RW
264437,Amadou Mbengue,68,83,37,52,58,66,"CB, RB"
267993,Narek Grigoryan,68,68,66,68,69,41,"RW, LW, CAM"
273681,Alejandro Piedrahita,68,84,63,57,73,28,RW
273932,Gvidas Gineitis,68,53,58,69,66,59,CM
276027,Rayan Ghrieb,68,72,66,65,71,36,RW
277119,Moussa Yeo,68,73,62,66,71,53,"LW, CAM"
213163,Milan Rodić,68,69,53,55,64,63,LB
214676,Tommaso Biasci,68,78,67,56,69,34,ST
219712,Sebastián Cristóforo,68,59,57,65,62,65,"CDM, CM"
222221,Alexandru Buzbuchi,68,66,66,65,67,36,GK
226050,Cedric Teuchert,68,70,71,62,72,30,"CAM, ST, CM"
233711,Thomas Oude Kotte,68,63,50,61,58,68,CB
244891,Mateusz Żyro,68,75,39,57,52,66,CB
245084,Maxime Busi,68,60,49,62,65,65,RB
251320,Maximilian Rohr,68,55,52,60,60,67,"CB, CDM"
251342,Benedikt Pichler,68,73,66,61,64,33,ST
255361,Camilo Mena,68,86,57,63,70,38,RW
262081,Álex Cantero,68,79,67,61,66,30,"LW, ST"
262709,Malcom Bokele,68,72,47,55,56,69,"CB, RB"
263469,Mohamed Kaba,68,61,52,57,64,65,"CDM, CM"
264440,Guille Bueno,68,83,34,59,71,59,LB
265447,Claudio Torrejón,68,56,50,62,63,68,"CDM, CM"
269096,Max Weiß,68,70,64,67,72,35,GK
270536,Valdemar Byskov,68,69,64,67,70,49,"RW, LW"
271511,Derensili Sanches Fernandes,68,82,59,59,72,37,RW
274401,Juan Bisanz,68,75,61,62,69,47,"ST, LW"
275244,Ishé Samuels-Smith,68,75,43,60,62,63,"LB, CB"
276443,Davide Veroli,68,71,43,57,60,67,"CB, LB"
70005,Anthony Bermont,68,74,54,63,69,50,LB
79980,Moris Valinčić,68,80,45,57,57,64,RB
178287,Scott Arfield,68,36,66,69,69,65,"CM, CAM"
185172,Vincenzo Fiorillo,68,70,64,61,69,38,GK
212487,Michael Rose,68,70,39,58,60,68,CB
213573,Marius Gersbeck,68,67,70,54,70,42,GK
214922,Álvaro Ramos,68,80,66,55,72,31,"ST, RW"
225557,Regan Poole,68,68,41,55,60,68,CB
237935,Kristoffer Klaesson,68,67,65,66,68,35,GK
238775,Sebastian Kowalczyk,68,81,62,62,70,43,"CAM, ST, RW"
240773,Rhys Norrington-Davies,68,68,44,61,64,65,"LB, CB"
253442,Fabian de Keijzer,68,68,64,68,70,31,GK
254774,Javier Domínguez,68,62,56,61,66,55,"CM, CDM"
257346,Yevgen Cheberko,68,72,32,61,66,67,CB
270355,Lohann Doucet,68,61,50,63,66,62,"CDM, CM"
273599,Harry Amass,68,74,42,62,67,65,LB
274735,Pascal Klemens,68,71,37,57,62,68,"CDM, CB"
278049,Ante Crnac,68,78,70,52,68,28,"ST, CAM, RW"
70725,Sami Ouaissa,68,74,59,62,69,40,"CAM, RW"
71727,Hampus Skoglund,68,77,40,57,64,61,RB
188968,Gonzalo Marinelli,68,68,66,60,70,38,GK
212939,David Douline,68,43,58,62,66,67,"CDM, CM"
230718,Endre Botka,68,68,40,58,60,69,"RB, CB"
233656,Andrew Brody,68,73,40,57,64,63,"RB, LB"
243810,Luis Ingolotti,68,70,66,64,70,32,GK
246790,Abdoul Kader Bamba,68,80,58,64,71,37,"CAM, ST, LW"
247976,Cătălin Căbuz,68,68,64,64,72,35,GK
252284,Simão Bertelli,68,70,67,66,69,27,GK
255319,Jhonatan Candia,68,68,71,63,67,36,"ST, RW"
259130,Lirim Qamili,68,77,67,58,68,29,"ST, RW, CAM"
262082,Lamine Cissé,68,81,67,61,72,27,"ST, RW"
262217,Marten Winkler,68,91,63,57,70,24,RW
268286,Rodrigo Henrique,68,82,59,60,76,28,"CAM, ST, CM"
268597,Jusef Erabi,68,80,67,49,67,26,ST
269314,Daniel Heber,68,75,42,52,55,69,CB
277973,Juan Daniel Pérez,68,68,36,61,65,65,RB
70701,Tobias Ostchega,68,78,40,57,63,62,"LB, CM"
70967,Carlos Espí,68,71,64,56,64,37,ST
72884,Konstantinos Thymianis,68,61,49,56,61,66,"CDM, CB, CM"
190939,Sunil Chhetri,68,71,70,57,65,32,"ST, LW"
208776,Florian Stritzel,68,69,68,54,69,34,GK
222576,Pleguezuelo,68,74,35,55,65,67,CB
224271,Thomas Goiginger,68,72,67,66,67,35,"LW, RW"
227909,John McCarthy,68,69,69,58,70,35,GK
233691,Marius Adamonis,68,69,67,65,72,30,GK
236757,Patryk Klimala,68,81,66,49,66,30,ST
243401,André Vidigal,68,85,63,60,71,28,"ST, LW"
247509,Edwin Cerrillo,68,63,45,59,65,64,"CDM, CM, CB"
252864,Bermejo,68,78,56,66,72,41,"CAM, RW"
253349,Alejandro Cabeza,68,72,65,58,65,34,ST
256508,David Romero,68,75,69,54,70,38,"ST, CAM, CM"
257314,Bruny Nsimba,68,87,67,55,69,32,"ST, CAM"
258942,Octavian Popescu,68,83,62,63,72,31,"LW, RW"
262903,Jannis Heuer,68,65,52,58,52,67,CB
271037,Adu Ares,68,85,64,66,68,25,LW
271980,William Clem,68,53,53,64,62,65,"CDM, CM"
274830,Michał Gurgul,68,72,38,61,64,63,LB
74067,Matheus Dias,68,58,50,60,62,66,"CDM, CM, CB"
224324,Oskar Zawada,68,64,67,56,61,38,ST
228211,Eric Ramírez,68,83,67,60,66,31,"ST, CAM, CM"
229631,Lazo,68,75,66,69,68,33,"ST, CAM, LW"
239329,Brighton Labeau,68,72,67,54,69,24,"ST, CAM"
248547,Ariel Uribe,68,78,62,65,70,40,"RW, CAM, CM"
253152,Vegard Erlien,68,72,66,60,66,33,"ST, LW"
254525,Pape Habib Gueye,68,77,67,54,65,24,"ST, CAM, CM"
257273,Jan Olschowsky,68,70,68,70,68,20,GK
258468,Rémy Vita,68,70,44,63,69,62,LB
263922,Mohamed Koné,68,68,68,64,70,31,GK
267866,Julián Fernández,68,77,63,62,73,38,"RW, LW"
269971,Albert Posiadała,68,69,67,64,66,32,GK
276083,Toni Abad,68,73,34,61,62,62,RB
72892,Mathis Suray,68,63,63,65,68,47,"CAM, LW"
199960,Jamie Paterson,68,69,66,68,70,39,"CAM, LW, CM"
202515,Jesé,68,70,70,66,70,25,ST
230613,Amadou Diawara,68,45,54,65,69,65,"CDM, CM, CB"
237778,Ahn Joon Soo,68,69,63,67,71,28,GK
243545,José Fajardo,68,69,68,58,68,33,"ST, RW"
246649,Filip Marchwiński,68,67,64,65,69,40,"CAM, ST, CM"
257019,Hugo Gambor,68,75,36,54,64,65,"RB, CB, CDM"
260972,Taha Ali,68,86,60,58,75,35,"ST, LW"
269913,Kerwin Vargas,68,81,59,66,67,31,LW
270636,Etienne Camara,68,61,45,59,63,66,"CDM, CM, CB"
70195,Anzor Mekvabishvili,68,71,39,58,65,65,"CDM, CM"
78342,Jordi Liongola,68,63,68,65,69,30,RW
205943,Vlad Chiricheș,68,46,59,60,59,67,"CDM, CB"
209293,Koen Van Langendonck,68,67,66,69,64,27,GK
210489,Louis Schaub,68,54,65,68,71,41,"CAM, CM"
215995,Emiliano Méndez,68,33,60,58,65,66,"CDM, CM"
231125,Liberto Beltrán,68,87,61,62,67,35,LW
235980,Iván Morales,68,64,67,55,68,32,"ST, RW"
240725,Ismaël Aaneba,68,70,41,57,61,69,CB
243442,Emanuel Aiwu,68,70,42,51,57,66,CB
247089,Julio Alonso,68,78,37,55,65,64,LB
253071,Frank Tsadjout,68,75,65,52,64,31,ST
254913,Cubero,68,69,32,60,63,65,RB
277301,Gabriel Pirani,68,73,58,68,71,39,"CAM, CM, ST"
71110,Sindre Walle Egeli,68,84,60,60,70,24,RW
203902,Adrián Luna,68,78,64,68,68,40,"CAM, CM"
206134,Devante Cole,68,87,67,53,66,26,ST
211362,Adam Dźwigała,68,68,44,54,56,66,"CB, RB"
235460,Bahadır Güngördü,68,71,67,64,67,26,GK
237371,Leo Bengtsson,68,80,61,61,69,36,LW
237630,Alexandru Paşcanu,68,71,39,51,57,66,"CB, RB"
241929,Elías Pereyra,68,82,32,54,66,63,LB
243917,Joe Gauci,68,71,65,60,72,30,GK
245165,Subhasish Bose,68,66,40,53,58,66,"LB, CB"
246112,Näis Djouahra,68,76,63,63,72,30,LW
251260,Blaž Kramer,68,73,67,54,63,36,ST
251773,Luis Romero,68,67,65,65,69,24,GK
252911,Tim Schreiber,68,70,64,61,72,29,GK
260984,Brian Gutiérrez,68,67,63,64,69,41,"CM, CAM, LW"
262398,Zakaria Eddahchouri,68,64,68,64,65,43,ST
267717,Manu Lama,68,57,48,53,63,68,"CB, CDM, CM"
268674,Alessandro Gabrielloni,68,74,67,57,69,34,ST
269719,Santiago Hidalgo,68,77,65,65,72,33,"RW, CAM"
269752,Tom Vandenberghe,68,69,65,60,69,29,GK
275325,Tommaso Martinelli,68,69,67,64,70,23,GK
276167,Marko Ivezić,68,69,39,57,56,67,"CB, CDM, CM"
277969,Abdoulaye Faye,68,76,34,51,64,67,CB
279165,Agustín Ruberto,68,70,68,58,67,35,ST
203780,Frédéric Veseli,68,67,41,55,64,68,"CB, RB"
212424,Wil Trapp,68,48,50,65,68,64,"CDM, CM, CB"
220829,Ernesto Torregrossa,68,75,67,55,66,28,"ST, CAM, CM"
234032,Lluís López,68,65,36,56,61,68,CB
235988,Jacobo González,68,76,67,63,71,33,"LW, CAM"
236393,Marc Cardona,68,72,67,61,68,26,ST
237419,Amir Abedzadeh,68,69,65,63,68,28,GK
244185,Samuel Mráz,68,72,68,54,64,32,ST
246666,Noah Katterbach,68,69,41,58,72,66,LB
253886,Juan Acosta,68,60,43,58,62,69,RB
256282,Kasim Rabihic,68,70,61,68,74,29,"LW, CAM, CM"
257638,Luca Philipp,68,68,64,64,70,26,GK
261989,Emiliano Ancheta,68,60,37,58,64,71,RB
262652,Lenny Joseph,68,80,61,58,71,27,RW
262889,Anselmo García MacNulty,68,65,35,56,61,67,"CB, LB"
270865,Diego Calai,68,68,65,66,70,22,GK
274896,Gerardo Padrón,68,77,57,62,71,49,"CM, CAM, LW"
275246,Tom Watson,68,79,65,62,69,29,LW
275487,Babatunde Akinsola,68,87,64,60,70,29,"ST, LW"
277070,Tidjany Touré,68,82,61,60,70,26,LW
75964,Misael Sosa,68,84,64,54,73,33,"RW, CAM"
196848,Írven Ávila,68,66,72,61,69,33,"ST, RW"
213763,Rasmus Schüller,68,37,55,61,64,69,"CDM, CM"
215546,Michael Brouwer,68,71,67,65,67,26,GK
225811,Marlos Moreno,68,87,62,60,69,28,LW
234129,Doğukan Sinik,68,80,62,64,72,38,LW
246018,Alejandro García,68,71,58,61,68,48,"CAM, CM"
247279,Lyndon Dykes,68,66,67,52,64,29,"ST, CAM, CM"
263675,Migouel Alfarela,68,74,67,62,73,26,"ST, LW"
266161,Gonzalo Ríos,68,74,59,64,71,45,"CM, LW"
274369,Mauro Perković,68,76,30,52,61,67,"CB, LB"
275090,Lars Villiger,68,71,69,54,64,32,ST
275641,Fally Mayulu,68,77,69,51,67,24,ST
279705,Josh Cohen,68,67,66,65,66,28,GK
200588,Hong Jeong Ho,68,64,45,52,56,66,CB
242119,Xavier Amaechi,68,75,62,64,73,31,"RW, CAM"
245856,Malik Batmaz,68,75,68,53,71,29,ST
256427,Mayckel Lahdo,68,79,64,59,73,27,"RW, LW"
257957,Marco Rente,68,83,29,53,52,66,"RB, CB"
259606,Diego Romero,68,65,67,67,67,25,GK
259781,Luis Benítes,68,78,75,62,68,25,"CAM, CM, LW"
269397,Lucas Hey,68,60,41,57,63,68,CB
73414,Adilson,68,84,62,62,71,31,LW
77051,Nicolás Retamar,68,81,69,54,71,26,ST
77146,Maxloren Castro,68,81,57,56,74,39,"LW, RW"
234631,Sebastian Grønning,68,69,66,54,65,32,ST
240043,Filip Manojlović,68,70,67,68,69,20,GK
243155,Manu Hernando,68,60,42,50,63,69,CB
243612,Dion Sanderson,68,66,40,54,58,67,CB
248021,Iulian Cristea,68,72,38,48,57,67,CB
250779,Michael Svoboda,68,59,44,52,56,67,CB
255824,George Campbell,68,78,33,43,60,66,CB
276976,Javi Hernández,68,74,61,66,69,37,"CM, RW"
279808,Shunsuke Mito,68,84,61,58,73,31,RW
70946,Indrit Tuci,68,68,67,58,64,28,"ST, RW"
73199,Carlos Puga,68,71,37,57,65,64,RB
73429,Yū Hirakawa,68,83,59,62,71,32,"CAM, RW"
73561,Guruzeta,68,72,62,64,67,34,"CAM, LW"
193945,Necip Uysal,68,44,56,61,61,69,"CB, CDM, RB, CM"
195262,Adriano Grimaldi,68,64,67,52,61,35,ST
208806,Morgan Fox,68,58,42,56,61,69,"CB, LB"
209409,Manuel Marras,68,82,63,63,70,31,RW
222352,Albian Ajeti,68,70,67,55,65,28,ST
228838,Eric Remedi,68,42,49,59,61,66,"CDM, CM"
237075,Christian Ramirez,68,59,68,59,66,31,"ST, CAM, CM"
242690,Simon Graves,68,47,47,59,62,68,"CB, RB"
244601,Sydney van Hooijdonk,68,68,69,57,65,27,ST
245264,Mikkel Kaufmann,68,80,67,54,65,25,ST
253441,Aune Selland Heggebø,68,68,66,54,68,23,"ST, CM, CAM"
262335,Elayis Tavşan,68,80,64,62,71,24,"RW, CAM"
264304,Kobamelo Kodisang,68,84,67,61,70,28,RW
279713,Robin Rasch,68,37,60,66,60,64,"CDM, CM"
213938,Davide Biraschi,68,60,36,59,61,70,CB
221014,Carlos Fernández,68,65,69,62,67,26,ST
226793,Matt Polster,68,44,46,64,62,63,"CDM, CM, RB"
233373,Stéphane Diarra,68,76,58,64,72,41,RW
257752,Federico Del Frate,68,68,64,58,70,24,GK
